state;action_reward;n_state 
2946&1|3500&1|13207&1|18718&1|5057&1|2596&1|2946&1|10834&1|1767&1|18540&1;6367&1|14436&1|668&1;2946&1|3500&1|13207&1|18718&1|5057&1|2596&1|2946&1|10834&1|1767&1|18540&1|6367&1|14436&1|668&1
13003&0|6777&0|6439&1|1031&0|8664&0|5821&0|9599&0|19616&0|4276&1|14472&0;10303&1|19109&0|19512&0;13003&0|6777&0|6439&1|1031&0|8664&0|5821&0|9599&0|19616&0|4276&1|14472&0|10303&1|19109&0|19512&0
3490&0|18984&0|8981&0|12604&0|18940&0|3490&0|4017&0|1224&1|5564&0|20387&0;18886&0|18886&0|15581&0;3490&0|18984&0|8981&0|12604&0|18940&0|3490&0|4017&0|1224&1|5564&0|20387&0|18886&0|18886&0|15581&0
18540&0|277&0|12558&0|3500&1|724&0|18718&0|1767&0|2946&0|13013&0|2596&0;13312&0|16784&0|3256&0;18540&0|277&0|12558&0|3500&1|724&0|18718&0|1767&0|2946&0|13013&0|2596&0|13312&0|16784&0|3256&0
15216&1|4546&0|10234&0|19752&1|9853&0|8718&0|19959&0|20683&0|4192&1|11484&1;2473&0|1293&0|8422&0;15216&1|4546&0|10234&0|19752&1|9853&0|8718&0|19959&0|20683&0|4192&1|11484&1|2473&0|1293&0|8422&0
8314&1|12620&0|4675&1|8861&1|10853&1|17862&1|3125&1|8157&1|8725&1|8152&1;19294&0|18624&1|20736&1;8314&1|12620&0|4675&1|8861&1|10853&1|17862&1|3125&1|8157&1|8725&1|8152&1|19294&0|18624&1|20736&1
6580&0|7990&0|8278&0|7973&1|14652&0|17360&0|19838&1|13598&0|16626&0|1665&0;2059&0|4486&0|6513&0;6580&0|7990&0|8278&0|7973&1|14652&0|17360&0|19838&1|13598&0|16626&0|1665&0|2059&0|4486&0|6513&0
10234&1|7148&1|17226&1|15089&0|11484&0|1224&0|695&1|1596&1|13474&0|9853&0;4192&1|9860&1|8108&1;10234&1|7148&1|17226&1|15089&0|11484&0|1224&0|695&1|1596&1|13474&0|9853&0|4192&1|9860&1|8108&1
18065&1|3247&0|9116&0|8546&0|10589&0|3100&0|13539&1|3264&1|20477&1|12414&1;12340&0|6524&1|9116&1;18065&1|3247&0|9116&0|8546&0|10589&0|3100&0|13539&1|3264&1|20477&1|12414&1|12340&0|6524&1|9116&1
2601&0|12719&0|7000&0|11028&0|7000&0|12549&0|4059&0|19670&0|14094&1|13699&0;7482&0|10192&1|4336&1;2601&0|12719&0|7000&0|11028&0|7000&0|12549&0|4059&0|19670&0|14094&1|13699&0|7482&0|10192&1|4336&1
5896&1|2526&0|19586&0|15216&1|16871&0|14652&0|11484&0|7291&1|14209&0|8052&0;8108&0|6617&0|663&0;5896&1|2526&0|19586&0|15216&1|16871&0|14652&0|11484&0|7291&1|14209&0|8052&0|8108&0|6617&0|663&0
10121&0|9090&0|3742&0|18059&0|2776&0|6916&0|15626&1|6916&0|3742&0|19096&0;15172&0|13202&0|16286&0;10121&0|9090&0|3742&0|18059&0|2776&0|6916&0|15626&1|6916&0|3742&0|19096&0|15172&0|13202&0|16286&0
15404&0|15505&1|1680&0|13448&0|1299&0|11813&0|13965&0|6790&0|20068&1|13792&1;13729&0|18485&0|15424&0;15404&0|15505&1|1680&0|13448&0|1299&0|11813&0|13965&0|6790&0|20068&1|13792&1|13729&0|18485&0|15424&0
17932&0|17932&1|6580&0|2072&1|19167&0|17040&0|19764&1|9034&0|1989&1|3958&0;2072&1|20350&1|19764&1;17932&0|17932&1|6580&0|2072&1|19167&0|17040&0|19764&1|9034&0|1989&1|3958&0|2072&1|20350&1|19764&1
18816&0|1640&1|16201&0|6917&1|13263&0|2521&0|18555&0|12180&0|20225&1|2882&1;11570&0|1115&0|19752&0;18816&0|1640&1|16201&0|6917&1|13263&0|2521&0|18555&0|12180&0|20225&1|2882&1|11570&0|1115&0|19752&0
2946&0|7176&1|17537&1|10416&1|9049&0|7176&0|9991&1|5962&0|4726&0|546&1;20185&0|12889&1|6176&0;2946&0|7176&1|17537&1|10416&1|9049&0|7176&0|9991&1|5962&0|4726&0|546&1|20185&0|12889&1|6176&0
3204&0|9326&1|16724&0|17759&0|3204&0|1717&0|8092&0|1717&0|106&0|20477&1;8092&0|1215&0|3548&0;3204&0|9326&1|16724&0|17759&0|3204&0|1717&0|8092&0|1717&0|106&0|20477&1|8092&0|1215&0|3548&0
7968&0|4877&1|13143&0|14894&0|2308&0|8676&0|11965&0|17226&1|11052&1|13514&1;17226&0|7483&0|4877&0;7968&0|4877&1|13143&0|14894&0|2308&0|8676&0|11965&0|17226&1|11052&1|13514&1|17226&0|7483&0|4877&0
3255&1|19811&1|17361&1|3255&0|20121&1|6533&1|4521&1|6447&1|1958&1|4936&1;4899&1|3805&1|12067&1;3255&1|19811&1|17361&1|3255&0|20121&1|6533&1|4521&1|6447&1|1958&1|4936&1|4899&1|3805&1|12067&1
12190&1|9903&0|13002&1|942&1|16187&0|5033&0|10679&0|1005&1|5033&0|120&0;2498&1|2218&0|14858&1;12190&1|9903&0|13002&1|942&1|16187&0|5033&0|10679&0|1005&1|5033&0|120&0|2498&1|2218&0|14858&1
11813&1|9179&1|15786&1|5637&1|15786&1|16844&0|2336&0|3500&1|19232&1|4260&1;4129&1|19232&1|9179&1;11813&1|9179&1|15786&1|5637&1|15786&1|16844&0|2336&0|3500&1|19232&1|4260&1|4129&1|19232&1|9179&1
20487&0|9403&0|3677&1|4300&0|6074&0|11975&0|6907&1|11441&1|4551&1|6406&1;1910&1|12430&1|15319&1;20487&0|9403&0|3677&1|4300&0|6074&0|11975&0|6907&1|11441&1|4551&1|6406&1|1910&1|12430&1|15319&1
16666&1|16837&1|828&0|1293&0|5052&0|13417&1|6965&1|13983&1|11484&1|9669&0;13219&0|10115&1|8718&1;16666&1|16837&1|828&0|1293&0|5052&0|13417&1|6965&1|13983&1|11484&1|9669&0|13219&0|10115&1|8718&1
15814&1|9428&1|7155&1|5314&0|9428&1|5413&1|1795&1|2274&1|20192&1|13093&1;14945&1|16226&1|1811&1;15814&1|9428&1|7155&1|5314&0|9428&1|5413&1|1795&1|2274&1|20192&1|13093&1|14945&1|16226&1|1811&1
446&0|2740&0|16907&0|7351&0|9353&0|8235&0|5826&1|8199&0|9867&0|11248&0;12122&1|20150&0|1782&1;446&0|2740&0|16907&0|7351&0|9353&0|8235&0|5826&1|8199&0|9867&0|11248&0|12122&1|20150&0|1782&1
15309&0|1789&0|6400&0|14488&0|19959&0|2650&0|20185&0|8018&0|14468&0|6536&1;11381&1|10581&0|11682&0;15309&0|1789&0|6400&0|14488&0|19959&0|2650&0|20185&0|8018&0|14468&0|6536&1|11381&1|10581&0|11682&0
9974&0|5900&0|8880&0|20761&0|8305&0|8599&0|17421&1|6595&1|6760&1|17710&1;7246&1|4275&0|9118&0;9974&0|5900&0|8880&0|20761&0|8305&0|8599&0|17421&1|6595&1|6760&1|17710&1|7246&1|4275&0|9118&0
15216&1|13163&0|17090&1|9853&1|9657&1|4118&1|10642&1|11484&0|10364&0|2494&1;1977&0|4192&0|9942&0;15216&1|13163&0|17090&1|9853&1|9657&1|4118&1|10642&1|11484&0|10364&0|2494&1|1977&0|4192&0|9942&0
5375&1|20716&0|15973&0|1408&0|14512&1|10547&0|142&1|14778&0|14523&0|13135&0;4168&0|20519&0|12205&0;5375&1|20716&0|15973&0|1408&0|14512&1|10547&0|142&1|14778&0|14523&0|13135&0|4168&0|20519&0|12205&0
13791&1|4505&1|7506&0|4505&0|10368&0|3548&0|20285&1|7506&1|13502&0|9448&1;9448&0|4505&0|54&0;13791&1|4505&1|7506&0|4505&0|10368&0|3548&0|20285&1|7506&1|13502&0|9448&1|9448&0|4505&0|54&0
9071&0|6004&1|7159&0|20091&0|9082&0|14462&0|2959&0|16157&0|18036&0|2183&0;13801&1|4997&0|43&0;9071&0|6004&1|7159&0|20091&0|9082&0|14462&0|2959&0|16157&0|18036&0|2183&0|13801&1|4997&0|43&0
15873&0|20636&1|20646&0|9636&0|19087&0|4362&0|266&0|4362&1|9636&1|8786&0;20070&0|931&0|20295&0;15873&0|20636&1|20646&0|9636&0|19087&0|4362&0|266&0|4362&1|9636&1|8786&0|20070&0|931&0|20295&0
17474&0|8820&0|11749&1|9690&0|20683&0|18656&0|18062&1|743&0|20047&0|12193&0;17737&1|4017&1|17786&0;17474&0|8820&0|11749&1|9690&0|20683&0|18656&0|18062&1|743&0|20047&0|12193&0|17737&1|4017&1|17786&0
20387&0|19094&0|12604&0|18940&0|1224&0|1284&0|12588&0|4017&0|5564&0|3490&0;11484&1|19895&1|20387&1;20387&0|19094&0|12604&0|18940&0|1224&0|1284&0|12588&0|4017&0|5564&0|3490&0|11484&1|19895&1|20387&1
16791&0|20285&1|20237&1|2440&0|4505&0|7411&0|15517&0|19298&0|20181&0|5368&0;16796&0|10636&0|12289&0;16791&0|20285&1|20237&1|2440&0|4505&0|7411&0|15517&0|19298&0|20181&0|5368&0|16796&0|10636&0|12289&0
1936&1|4901&1|19729&1|20387&1|3692&0|6599&1|4329&1|19785&1|1694&1|9920&1;2327&1|17858&1|12848&1;1936&1|4901&1|19729&1|20387&1|3692&0|6599&1|4329&1|19785&1|1694&1|9920&1|2327&1|17858&1|12848&1
9829&0|7750&1|13133&0|5249&1|4706&0|15538&1|3630&1|213&1|5249&1|18358&1;11621&0|18880&0|3463&0;9829&0|7750&1|13133&0|5249&1|4706&0|15538&1|3630&1|213&1|5249&1|18358&1|11621&0|18880&0|3463&0
7758&0|17903&0|514&1|6929&1|10051&0|11920&1|13187&0|6803&0|10051&1|10084&0;15661&1|7926&1|7997&0;7758&0|17903&0|514&1|6929&1|10051&0|11920&1|13187&0|6803&0|10051&1|10084&0|15661&1|7926&1|7997&0
12493&1|5912&1|11484&0|19895&0|1224&0|18075&0|12327&1|12327&0|2061&1|4017&1;5564&1|19094&1|1224&1;12493&1|5912&1|11484&0|19895&0|1224&0|18075&0|12327&1|12327&0|2061&1|4017&1|5564&1|19094&1|1224&1
18633&0|9315&0|17885&1|10471&1|17224&1|7382&0|14123&0|14700&1|12246&0|17455&0;9977&1|6389&1|12514&1;18633&0|9315&0|17885&1|10471&1|17224&1|7382&0|14123&0|14700&1|12246&0|17455&0|9977&1|6389&1|12514&1
9430&0|7234&0|5703&1|2526&0|7291&0|3556&0|8052&1|8894&0|19737&1|4755&0;6367&1|17022&0|13715&0;9430&0|7234&0|5703&1|2526&0|7291&0|3556&0|8052&1|8894&0|19737&1|4755&0|6367&1|17022&0|13715&0
2554&0|3354&0|9899&0|365&0|17984&1|12639&1|4019&1|18515&1|3543&0|18934&1;3565&0|6942&0|6608&0;2554&0|3354&0|9899&0|365&0|17984&1|12639&1|4019&1|18515&1|3543&0|18934&1|3565&0|6942&0|6608&0
6721&1|4293&1|15148&0|3146&0|20479&0|9193&1|2870&0|18440&0|16234&1|9193&0;19337&0|795&1|513&0;6721&1|4293&1|15148&0|3146&0|20479&0|9193&1|2870&0|18440&0|16234&1|9193&0|19337&0|795&1|513&0
7271&1|18879&1|7271&1|18879&0|619&1|11792&1|2244&1|6436&0|17527&1|6436&1;2244&0|11792&0|17527&0;7271&1|18879&1|7271&1|18879&0|619&1|11792&1|2244&1|6436&0|17527&1|6436&1|2244&0|11792&0|17527&0
13207&0|18540&1|4780&1|569&0|5508&1|2596&0|19243&1|3701&1|12538&0|16988&0;10834&1|7363&1|3500&0;13207&0|18540&1|4780&1|569&0|5508&1|2596&0|19243&1|3701&1|12538&0|16988&0|10834&1|7363&1|3500&0
14270&0|17427&0|5875&0|13312&0|1665&0|7291&0|8305&1|17366&0|18347&0|3025&0;8108&0|16303&0|9860&0;14270&0|17427&0|5875&0|13312&0|1665&0|7291&0|8305&1|17366&0|18347&0|3025&0|8108&0|16303&0|9860&0
2634&1|13018&1|11352&1|13995&0|11034&1|19883&1|14317&0|15110&1|8705&1|11450&1;11034&0|11352&0|15503&0;2634&1|13018&1|11352&1|13995&0|11034&1|19883&1|14317&0|15110&1|8705&1|11450&1|11034&0|11352&0|15503&0
15871&1|8543&1|15659&0|7778&0|9034&1|15659&0|17932&0|2280&1|2280&0|4458&1;17040&0|20350&0|8798&1;15871&1|8543&1|15659&0|7778&0|9034&1|15659&0|17932&0|2280&1|2280&0|4458&1|17040&0|20350&0|8798&1
20062&0|17567&0|3859&0|5740&0|6993&0|7244&0|11540&0|16163&0|15518&0|5353&0;3102&0|12829&1|5380&0;20062&0|17567&0|3859&0|5740&0|6993&0|7244&0|11540&0|16163&0|15518&0|5353&0|3102&0|12829&1|5380&0
8022&0|8210&0|2179&0|18632&0|6340&0|506&0|19648&0|9600&0|2803&0|10982&0;10215&1|10257&0|8262&1;8022&0|8210&0|2179&0|18632&0|6340&0|506&0|19648&0|9600&0|2803&0|10982&0|10215&1|10257&0|8262&1
3320&1|4571&1|2576&1|17855&1|9996&1|1994&1|7478&1|16455&1|3377&1|9497&1;11117&0|18552&1|2539&0;3320&1|4571&1|2576&1|17855&1|9996&1|1994&1|7478&1|16455&1|3377&1|9497&1|11117&0|18552&1|2539&0
2901&0|1758&0|11627&1|20640&0|5545&1|6061&0|1059&0|16666&1|13540&1|9549&0;501&1|997&0|12636&0;2901&0|1758&0|11627&1|20640&0|5545&1|6061&0|1059&0|16666&1|13540&1|9549&0|501&1|997&0|12636&0
9288&0|1418&0|18122&0|3458&0|8248&0|18635&0|14788&0|4159&0|9201&0|10162&0;16701&0|5449&0|1275&0;9288&0|1418&0|18122&0|3458&0|8248&0|18635&0|14788&0|4159&0|9201&0|10162&0|16701&0|5449&0|1275&0
3691&0|4531&0|4531&1|11673&0|116&0|11673&0|19661&1|2556&1|15558&1|7354&0;7354&0|4531&0|2556&1;3691&0|4531&0|4531&1|11673&0|116&0|11673&0|19661&1|2556&1|15558&1|7354&0|7354&0|4531&0|2556&1
9124&1|2620&1|12524&1|19457&1|20629&1|26&1|9716&0|2966&1|10081&1|5862&1;4748&1|14072&1|5995&1;9124&1|2620&1|12524&1|19457&1|20629&1|26&1|9716&0|2966&1|10081&1|5862&1|4748&1|14072&1|5995&1
16588&1|10565&1|3381&1|2033&0|3984&1|2931&1|17294&1|16947&1|13090&1|1026&1;13985&1|5218&0|5218&1;16588&1|10565&1|3381&1|2033&0|3984&1|2931&1|17294&1|16947&1|13090&1|1026&1|13985&1|5218&0|5218&1
6917&0|13077&0|12922&0|1010&0|18377&0|7912&1|2494&1|9853&1|13093&0|13077&1;1010&1|1804&1|12922&0;6917&0|13077&0|12922&0|1010&0|18377&0|7912&1|2494&1|9853&1|13093&0|13077&1|1010&1|1804&1|12922&0
17979&1|8543&1|15689&1|14969&0|5276&1|9248&0|2174&0|5928&1|9248&0|8543&0;5981&0|9236&0|7905&0;17979&1|8543&1|15689&1|14969&0|5276&1|9248&0|2174&0|5928&1|9248&0|8543&0|5981&0|9236&0|7905&0
663&1|5883&0|8284&1|15267&1|8052&0|3556&1|7335&1|8052&1|15708&1|15267&1;14209&0|14089&0|12507&0;663&1|5883&0|8284&1|15267&1|8052&0|3556&1|7335&1|8052&1|15708&1|15267&1|14209&0|14089&0|12507&0
16403&0|18554&1|19539&1|7571&1|9802&0|5772&1|5664&1|15922&0|16403&0|5664&0;14309&0|12007&0|16700&0;16403&0|18554&1|19539&1|7571&1|9802&0|5772&1|5664&1|15922&0|16403&0|5664&0|14309&0|12007&0|16700&0
1619&1|8540&0|7821&1|9991&1|17356&1|4550&1|10594&1|8391&1|9636&1|4704&1;752&1|3025&1|8705&1;1619&1|8540&0|7821&1|9991&1|17356&1|4550&1|10594&1|8391&1|9636&1|4704&1|752&1|3025&1|8705&1
17920&0|19741&1|11445&0|5460&1|11445&0|17920&1|1531&1|4488&0|1841&1|18817&0;13300&1|13074&1|1841&0;17920&0|19741&1|11445&0|5460&1|11445&0|17920&1|1531&1|4488&0|1841&1|18817&0|13300&1|13074&1|1841&0
12604&1|1818&0|11187&0|12729&1|13965&1|12729&1|1818&1|18671&1|11187&0|7162&0;13342&1|16075&1|15216&1;12604&1|1818&0|11187&0|12729&1|13965&1|12729&1|1818&1|18671&1|11187&0|7162&0|13342&1|16075&1|15216&1
13553&0|5341&0|13975&1|4252&0|20143&0|980&1|20251&0|11590&1|1548&1|20655&1;8960&0|16973&0|11127&0;13553&0|5341&0|13975&1|4252&0|20143&0|980&1|20251&0|11590&1|1548&1|20655&1|8960&0|16973&0|11127&0
12076&0|5414&0|7248&0|7528&0|8452&0|8865&0|8865&0|13476&1|12076&1|15581&0;18651&0|7291&0|14714&0;12076&0|5414&0|7248&0|7528&0|8452&0|8865&0|8865&0|13476&1|12076&1|15581&0|18651&0|7291&0|14714&0
11223&1|13872&1|17475&1|20180&1|2972&0|6272&1|5129&1|19490&1|12935&1|4569&1;15567&1|8441&1|1914&1;11223&1|13872&1|17475&1|20180&1|2972&0|6272&1|5129&1|19490&1|12935&1|4569&1|15567&1|8441&1|1914&1
13474&1|6114&0|4507&1|7291&1|14392&1|7881&1|6130&0|3751&1|15216&1|11484&1;14436&1|7291&1|11749&1;13474&1|6114&0|4507&1|7291&1|14392&1|7881&1|6130&0|3751&1|15216&1|11484&1|14436&1|7291&1|11749&1
1411&1|18999&1|7412&1|6023&0|17906&0|7&0|13238&1|3338&0|5514&0|17910&0;6742&1|19914&0|14655&0;1411&1|18999&1|7412&1|6023&0|17906&0|7&0|13238&1|3338&0|5514&0|17910&0|6742&1|19914&0|14655&0
15581&1|18940&0|1224&0|1224&0|18984&1|18075&0|5564&0|18886&1|19094&0|19094&0;8934&1|14005&1|15216&1;15581&1|18940&0|1224&0|1224&0|18984&1|18075&0|5564&0|18886&1|19094&0|19094&0|8934&1|14005&1|15216&1
14047&0|18718&1|2709&1|11749&0|2480&1|12157&0|2508&0|4487&1|4217&1|1914&1;17753&0|12298&0|16894&0;14047&0|18718&1|2709&1|11749&0|2480&1|12157&0|2508&0|4487&1|4217&1|1914&1|17753&0|12298&0|16894&0
1524&1|20409&0|6917&1|8828&1|9454&0|4755&0|14089&0|9430&0|1491&1|5323&0;6852&0|19434&0|550&1;1524&1|20409&0|6917&1|8828&1|9454&0|4755&0|14089&0|9430&0|1491&1|5323&0|6852&0|19434&0|550&1
15659&1|15871&0|20481&1|356&1|12438&0|9187&0|15871&0|2072&0|5544&1|14993&1;2280&0|13057&0|17932&0;15659&1|15871&0|20481&1|356&1|12438&0|9187&0|15871&0|2072&0|5544&1|14993&1|2280&0|13057&0|17932&0
7609&0|14818&0|3665&0|2323&0|14605&0|19927&0|6994&1|2256&0|4150&1|16296&0;9046&1|15240&0|9809&0;7609&0|14818&0|3665&0|2323&0|14605&0|19927&0|6994&1|2256&0|4150&1|16296&0|9046&1|15240&0|9809&0
1680&0|14539&1|6725&0|8971&1|9497&1|5148&1|10085&1|6669&0|3624&1|1078&0;5470&0|726&0|7478&0;1680&0|14539&1|6725&0|8971&1|9497&1|5148&1|10085&1|6669&0|3624&1|1078&0|5470&0|726&0|7478&0
15661&1|19585&1|12897&1|20237&1|8284&1|13187&1|1170&1|1804&0|5688&1|7517&1;668&1|20741&1|4662&1;15661&1|19585&1|12897&1|20237&1|8284&1|13187&1|1170&1|1804&0|5688&1|7517&1|668&1|20741&1|4662&1
18940&0|19895&0|1284&1|3490&1|12588&1|18984&1|19094&0|18075&1|4017&1|18548&0;5775&0|20100&1|4728&0;18940&0|19895&0|1284&1|3490&1|12588&1|18984&1|19094&0|18075&1|4017&1|18548&0|5775&0|20100&1|4728&0
6775&1|3829&1|9037&1|8127&1|7552&1|19737&1|11965&1|2788&0|14253&1|19037&1;20356&1|5896&1|8894&0;6775&1|3829&1|9037&1|8127&1|7552&1|19737&1|11965&1|2788&0|14253&1|19037&1|20356&1|5896&1|8894&0
13598&1|13598&1|13598&1|13163&1|13598&1|7162&0|2494&0|8566&1|9853&0|10364&0;13598&1|13598&1|13598&1;13598&1|13598&1|13598&1|13163&1|13598&1|7162&0|2494&0|8566&1|9853&0|10364&0|13598&1|13598&1|13598&1
19009&0|10048&0|19009&1|6684&0|5260&0|18451&0|20254&0|13222&0|20254&1|20169&1;3383&0|10766&0|17646&0;19009&0|10048&0|19009&1|6684&0|5260&0|18451&0|20254&0|13222&0|20254&1|20169&1|3383&0|10766&0|17646&0
14082&1|2349&1|14190&1|4245&1|11663&1|18596&1|6928&1|8008&1|364&1|4623&1;14507&1|18109&1|3053&1;14082&1|2349&1|14190&1|4245&1|11663&1|18596&1|6928&1|8008&1|364&1|4623&1|14507&1|18109&1|3053&1
13705&1|13435&0|4422&0|16751&0|10676&0|4422&1|13705&0|10815&0|9933&0|10303&1;2714&1|13410&1|10266&1;13705&1|13435&0|4422&0|16751&0|10676&0|4422&1|13705&0|10815&0|9933&0|10303&1|2714&1|13410&1|10266&1
3588&1|3673&1|17228&1|2202&1|4616&1|9287&1|3862&1|3944&1|13206&0|507&1;6229&0|4726&0|15319&0;3588&1|3673&1|17228&1|2202&1|4616&1|9287&1|3862&1|3944&1|13206&0|507&1|6229&0|4726&0|15319&0
11762&0|15973&0|11762&0|4587&0|12541&0|12541&0|909&0|15100&0|11762&0|3028&1;16494&1|15220&0|4467&0;11762&0|15973&0|11762&0|4587&0|12541&0|12541&0|909&0|15100&0|11762&0|3028&1|16494&1|15220&0|4467&0
282&0|6735&0|11879&1|2500&0|17063&0|10175&0|10175&0|17063&1|5241&1|11879&0;13236&0|11841&0|4946&0;282&0|6735&0|11879&1|2500&0|17063&0|10175&0|10175&0|17063&1|5241&1|11879&0|13236&0|11841&0|4946&0
8894&0|5896&0|12507&1|663&0|19586&1|7692&1|8052&0|20061&0|6617&0|20356&0;20409&0|9454&0|14089&0;8894&0|5896&0|12507&1|663&0|19586&1|7692&1|8052&0|20061&0|6617&0|20356&0|20409&0|9454&0|14089&0
16366&1|14952&0|2889&1|14388&0|20604&0|11883&0|11275&0|6115&0|12992&0|18651&0;10013&0|632&0|14436&0;16366&1|14952&0|2889&1|14388&0|20604&0|11883&0|11275&0|6115&0|12992&0|18651&0|10013&0|632&0|14436&0
8981&0|18886&1|3490&0|7162&0|8981&0|4312&0|18984&1|4312&1|12604&0|11762&1;8934&0|8934&0|14005&1;8981&0|18886&1|3490&0|7162&0|8981&0|4312&0|18984&1|4312&1|12604&0|11762&1|8934&0|8934&0|14005&1
15581&0|7162&0|14005&0|8934&1|4312&1|11762&0|8934&0|15216&1|14005&0|7162&1;3490&0|8981&1|12604&0;15581&0|7162&0|14005&0|8934&1|4312&1|11762&0|8934&0|15216&1|14005&0|7162&1|3490&0|8981&1|12604&0
13658&0|1269&1|4179&1|2453&1|2453&0|20180&1|14745&1|15567&1|20180&0|14745&1;13892&0|8445&0|15567&0;13658&0|1269&1|4179&1|2453&1|2453&0|20180&1|14745&1|15567&1|20180&0|14745&1|13892&0|8445&0|15567&0
9656&1|9302&1|11169&0|15557&1|15579&1|11169&0|12994&1|18057&0|7726&1|8536&1;15397&1|17439&1|12072&1;9656&1|9302&1|11169&0|15557&1|15579&1|11169&0|12994&1|18057&0|7726&1|8536&1|15397&1|17439&1|12072&1
18415&1|14047&1|11400&0|8075&0|4203&0|3182&0|16791&0|9133&1|17426&0|6143&0;18699&0|9561&1|6649&0;18415&1|14047&1|11400&0|8075&0|4203&0|3182&0|16791&0|9133&1|17426&0|6143&0|18699&0|9561&1|6649&0
2975&1|17536&0|3068&1|3839&1|16662&1|6972&1|17655&1|10086&0|20558&1|13385&1;993&1|10602&1|8586&1;2975&1|17536&0|3068&1|3839&1|16662&1|6972&1|17655&1|10086&0|20558&1|13385&1|993&1|10602&1|8586&1
8269&1|13263&1|14047&1|19794&1|1273&1|4444&1|13598&1|14700&1|6917&1|20683&1;14436&1|15659&1|7176&1;8269&1|13263&1|14047&1|19794&1|1273&1|4444&1|13598&1|14700&1|6917&1|20683&1|14436&1|15659&1|7176&1
8599&1|12621&0|223&0|14523&1|19959&1|13328&1|11947&1|705&0|10773&1|20088&1;4048&0|13224&0|9428&1;8599&1|12621&0|223&0|14523&1|19959&1|13328&1|11947&1|705&0|10773&1|20088&1|4048&0|13224&0|9428&1
17137&1|4265&1|17359&1|15755&1|12268&1|14726&1|1589&1|4047&1|3679&1|10277&1;10826&1|217&1|20650&0;17137&1|4265&1|17359&1|15755&1|12268&1|14726&1|1589&1|4047&1|3679&1|10277&1|10826&1|217&1|20650&0
1165&0|19106&0|15812&0|2816&0|10888&1|12245&0|1161&0|11827&0|2940&0|9881&0;16837&0|15855&0|16047&0;1165&0|19106&0|15812&0|2816&0|10888&1|12245&0|1161&0|11827&0|2940&0|9881&0|16837&0|15855&0|16047&0
4119&0|2245&0|8566&0|12507&0|18698&0|2526&0|8894&0|20279&0|20034&1|8566&1;19919&1|4447&1|10250&1;4119&0|2245&0|8566&0|12507&0|18698&0|2526&0|8894&0|20279&0|20034&1|8566&1|19919&1|4447&1|10250&1
10316&0|7039&0|11883&0|20464&0|11188&0|5349&0|15482&0|10980&0|8472&0|4113&0;8566&1|3256&1|9853&1;10316&0|7039&0|11883&0|20464&0|11188&0|5349&0|15482&0|10980&0|8472&0|4113&0|8566&1|3256&1|9853&1
20701&1|15317&1|558&0|15390&1|7126&1|15781&0|20534&0|14154&1|11902&1|5309&0;5083&1|12996&1|2330&1;20701&1|15317&1|558&0|15390&1|7126&1|15781&0|20534&0|14154&1|11902&1|5309&0|5083&1|12996&1|2330&1
1302&0|5211&0|18256&0|15711&1|10534&0|8430&1|20406&0|14797&1|19977&0|2824&0;10977&0|14784&1|17315&1;1302&0|5211&0|18256&0|15711&1|10534&0|8430&1|20406&0|14797&1|19977&0|2824&0|10977&0|14784&1|17315&1
10642&0|7162&0|13163&0|4118&0|8566&0|9853&0|2494&0|8566&0|15216&0|10364&0;4192&0|9942&0|6779&0;10642&0|7162&0|13163&0|4118&0|8566&0|9853&0|2494&0|8566&0|15216&0|10364&0|4192&0|9942&0|6779&0
13381&0|6225&0|16570&1|18237&0|18646&1|12000&1|11297&0|391&0|9890&0|11036&0;3057&0|10240&1|19359&0;13381&0|6225&0|16570&1|18237&0|18646&1|12000&1|11297&0|391&0|9890&0|11036&0|3057&0|10240&1|19359&0
9030&0|8995&1|673&0|15659&0|5642&1|15684&0|6159&0|19973&0|19483&0|20109&0;19333&0|11488&0|18984&1;9030&0|8995&1|673&0|15659&0|5642&1|15684&0|6159&0|19973&0|19483&0|20109&0|19333&0|11488&0|18984&1
18928&0|19676&1|7687&0|12361&1|7965&1|14618&0|6371&1|6372&1|6371&0|9879&1;7156&1|13148&1|3181&1;18928&0|19676&1|7687&0|12361&1|7965&1|14618&0|6371&1|6372&1|6371&0|9879&1|7156&1|13148&1|3181&1
14040&0|19403&0|4275&0|3931&0|4750&1|20636&0|15060&0|9178&1|9178&0|17694&0;9085&0|732&0|1094&0;14040&0|19403&0|4275&0|3931&0|4750&1|20636&0|15060&0|9178&1|9178&0|17694&0|9085&0|732&0|1094&0
17322&0|217&0|13722&0|7783&0|4931&0|12720&0|19474&0|1801&0|3387&0|3099&0;19460&0|11201&0|15936&0;17322&0|217&0|13722&0|7783&0|4931&0|12720&0|19474&0|1801&0|3387&0|3099&0|19460&0|11201&0|15936&0
2494&1|15785&0|19946&0|13163&1|2405&0|3553&0|18682&0|10642&1|9657&1|11358&0;16359&0|11346&0|19946&0;2494&1|15785&0|19946&0|13163&1|2405&0|3553&0|18682&0|10642&1|9657&1|11358&0|16359&0|11346&0|19946&0
15216&0|13077&1|6172&1|5512&1|6542&1|12951&1|13598&1|18450&0|9853&1|12604&0;16791&1|20285&1|18450&1;15216&0|13077&1|6172&1|5512&1|6542&1|12951&1|13598&1|18450&0|9853&1|12604&0|16791&1|20285&1|18450&1
